Shape,Clarity,Color,Shape-Color-Clarity,Begin Size,End Size,List,Date
PS,IF,D,PS-D-IF-0.18,0.18,0.22,1370,1/3/2025,,
PS,VVS1,D,PS-D-VVS1-0.18,0.18,0.22,1370,1/3/2025,,
PS,VVS2,D,PS-D-VVS2-0.18,0.18,0.22,1370,1/3/2025,,
PS,VS1,D,PS-D-VS1-0.18,0.18,0.22,1160,1/3/2025,,
PS,VS2,D,PS-D-VS2-0.18,0.18,0.22,1160,1/3/2025,,
PS,SI1,D,PS-D-SI1-0.18,0.18,0.22,1000,1/3/2025,,
PS,SI2,D,PS-D-SI2-0.18,0.18,0.22,850,1/3/2025,,
PS,SI3,D,PS-D-SI3-0.18,0.18,0.22,710,1/3/2025,,
PS,I1,D,PS-D-I1-0.18,0.18,0.22,600,1/3/2025,,
PS,I2,D,PS-D-I2-0.18,0.18,0.22,450,1/3/2025,,
PS,I3,D,PS-D-I3-0.18,0.18,0.22,360,1/3/2025,,
PS,IF,E,PS-E-IF-0.18,0.18,0.22,1370,1/3/2025,,
PS,VVS1,E,PS-E-VVS1-0.18,0.18,0.22,1370,1/3/2025,,
PS,VVS2,E,PS-E-VVS2-0.18,0.18,0.22,1370,1/3/2025,,
PS,VS1,E,PS-E-VS1-0.18,0.18,0.22,1160,1/3/2025,,
PS,VS2,E,PS-E-VS2-0.18,0.18,0.22,1160,1/3/2025,,
PS,SI1,E,PS-E-SI1-0.18,0.18,0.22,1000,1/3/2025,,
PS,SI2,E,PS-E-SI2-0.18,0.18,0.22,850,1/3/2025,,
PS,SI3,E,PS-E-SI3-0.18,0.18,0.22,710,1/3/2025,,
PS,I1,E,PS-E-I1-0.18,0.18,0.22,600,1/3/2025,,
PS,I2,E,PS-E-I2-0.18,0.18,0.22,450,1/3/2025,,
PS,I3,E,PS-E-I3-0.18,0.18,0.22,360,1/3/2025,,
PS,IF,F,PS-F-IF-0.18,0.18,0.22,1370,1/3/2025,,
PS,VVS1,F,PS-F-VVS1-0.18,0.18,0.22,1370,1/3/2025,,
PS,VVS2,F,PS-F-VVS2-0.18,0.18,0.22,1370,1/3/2025,,
PS,VS1,F,PS-F-VS1-0.18,0.18,0.22,1160,1/3/2025,,
PS,VS2,F,PS-F-VS2-0.18,0.18,0.22,1160,1/3/2025,,
PS,SI1,F,PS-F-SI1-0.18,0.18,0.22,1000,1/3/2025,,
PS,SI2,F,PS-F-SI2-0.18,0.18,0.22,850,1/3/2025,,
PS,SI3,F,PS-F-SI3-0.18,0.18,0.22,710,1/3/2025,,
PS,I1,F,PS-F-I1-0.18,0.18,0.22,600,1/3/2025,,
PS,I2,F,PS-F-I2-0.18,0.18,0.22,450,1/3/2025,,
PS,I3,F,PS-F-I3-0.18,0.18,0.22,360,1/3/2025,,
PS,IF,G,PS-G-IF-0.18,0.18,0.22,1210,1/3/2025,,
PS,VVS1,G,PS-G-VVS1-0.18,0.18,0.22,1210,1/3/2025,,
PS,VVS2,G,PS-G-VVS2-0.18,0.18,0.22,1210,1/3/2025,,
PS,VS1,G,PS-G-VS1-0.18,0.18,0.22,1020,1/3/2025,,
PS,VS2,G,PS-G-VS2-0.18,0.18,0.22,1020,1/3/2025,,
PS,SI1,G,PS-G-SI1-0.18,0.18,0.22,880,1/3/2025,,
PS,SI2,G,PS-G-SI2-0.18,0.18,0.22,750,1/3/2025,,
PS,SI3,G,PS-G-SI3-0.18,0.18,0.22,630,1/3/2025,,
PS,I1,G,PS-G-I1-0.18,0.18,0.22,520,1/3/2025,,
PS,I2,G,PS-G-I2-0.18,0.18,0.22,400,1/3/2025,,
PS,I3,G,PS-G-I3-0.18,0.18,0.22,320,1/3/2025,,
PS,IF,H,PS-H-IF-0.18,0.18,0.22,1210,1/3/2025,,
PS,VVS1,H,PS-H-VVS1-0.18,0.18,0.22,1210,1/3/2025,,
PS,VVS2,H,PS-H-VVS2-0.18,0.18,0.22,1210,1/3/2025,,
PS,VS1,H,PS-H-VS1-0.18,0.18,0.22,1020,1/3/2025,,
PS,VS2,H,PS-H-VS2-0.18,0.18,0.22,1020,1/3/2025,,
PS,SI1,H,PS-H-SI1-0.18,0.18,0.22,880,1/3/2025,,
PS,SI2,H,PS-H-SI2-0.18,0.18,0.22,750,1/3/2025,,
PS,SI3,H,PS-H-SI3-0.18,0.18,0.22,630,1/3/2025,,
PS,I1,H,PS-H-I1-0.18,0.18,0.22,520,1/3/2025,,
PS,I2,H,PS-H-I2-0.18,0.18,0.22,400,1/3/2025,,
PS,I3,H,PS-H-I3-0.18,0.18,0.22,320,1/3/2025,,
PS,IF,I,PS-I-IF-0.18,0.18,0.22,1000,1/3/2025,,
PS,VVS1,I,PS-I-VVS1-0.18,0.18,0.22,1000,1/3/2025,,
PS,VVS2,I,PS-I-VVS2-0.18,0.18,0.22,1000,1/3/2025,,
PS,VS1,I,PS-I-VS1-0.18,0.18,0.22,850,1/3/2025,,
PS,VS2,I,PS-I-VS2-0.18,0.18,0.22,850,1/3/2025,,
PS,SI1,I,PS-I-SI1-0.18,0.18,0.22,750,1/3/2025,,
PS,SI2,I,PS-I-SI2-0.18,0.18,0.22,650,1/3/2025,,
PS,SI3,I,PS-I-SI3-0.18,0.18,0.22,540,1/3/2025,,
PS,I1,I,PS-I-I1-0.18,0.18,0.22,450,1/3/2025,,
PS,I2,I,PS-I-I2-0.18,0.18,0.22,350,1/3/2025,,
PS,I3,I,PS-I-I3-0.18,0.18,0.22,270,1/3/2025,,
PS,IF,J,PS-J-IF-0.18,0.18,0.22,1000,1/3/2025,,
PS,VVS1,J,PS-J-VVS1-0.18,0.18,0.22,1000,1/3/2025,,
PS,VVS2,J,PS-J-VVS2-0.18,0.18,0.22,1000,1/3/2025,,
PS,VS1,J,PS-J-VS1-0.18,0.18,0.22,850,1/3/2025,,
PS,VS2,J,PS-J-VS2-0.18,0.18,0.22,850,1/3/2025,,
PS,SI1,J,PS-J-SI1-0.18,0.18,0.22,750,1/3/2025,,
PS,SI2,J,PS-J-SI2-0.18,0.18,0.22,650,1/3/2025,,
PS,SI3,J,PS-J-SI3-0.18,0.18,0.22,540,1/3/2025,,
PS,I1,J,PS-J-I1-0.18,0.18,0.22,450,1/3/2025,,
PS,I2,J,PS-J-I2-0.18,0.18,0.22,350,1/3/2025,,
PS,I3,J,PS-J-I3-0.18,0.18,0.22,270,1/3/2025,,
PS,IF,K,PS-K-IF-0.18,0.18,0.22,770,1/3/2025,,
PS,VVS1,K,PS-K-VVS1-0.18,0.18,0.22,770,1/3/2025,,
PS,VVS2,K,PS-K-VVS2-0.18,0.18,0.22,770,1/3/2025,,
PS,VS1,K,PS-K-VS1-0.18,0.18,0.22,650,1/3/2025,,
PS,VS2,K,PS-K-VS2-0.18,0.18,0.22,650,1/3/2025,,
PS,SI1,K,PS-K-SI1-0.18,0.18,0.22,570,1/3/2025,,
PS,SI2,K,PS-K-SI2-0.18,0.18,0.22,490,1/3/2025,,
PS,SI3,K,PS-K-SI3-0.18,0.18,0.22,420,1/3/2025,,
PS,I1,K,PS-K-I1-0.18,0.18,0.22,350,1/3/2025,,
PS,I2,K,PS-K-I2-0.18,0.18,0.22,270,1/3/2025,,
PS,I3,K,PS-K-I3-0.18,0.18,0.22,210,1/3/2025,,
PS,IF,L,PS-L-IF-0.18,0.18,0.22,770,1/3/2025,,
PS,VVS1,L,PS-L-VVS1-0.18,0.18,0.22,770,1/3/2025,,
PS,VVS2,L,PS-L-VVS2-0.18,0.18,0.22,770,1/3/2025,,
PS,VS1,L,PS-L-VS1-0.18,0.18,0.22,650,1/3/2025,,
PS,VS2,L,PS-L-VS2-0.18,0.18,0.22,650,1/3/2025,,
PS,SI1,L,PS-L-SI1-0.18,0.18,0.22,570,1/3/2025,,
PS,SI2,L,PS-L-SI2-0.18,0.18,0.22,490,1/3/2025,,
PS,SI3,L,PS-L-SI3-0.18,0.18,0.22,420,1/3/2025,,
PS,I1,L,PS-L-I1-0.18,0.18,0.22,350,1/3/2025,,
PS,I2,L,PS-L-I2-0.18,0.18,0.22,270,1/3/2025,,
PS,I3,L,PS-L-I3-0.18,0.18,0.22,210,1/3/2025,,
PS,IF,M,PS-M-IF-0.18,0.18,0.22,600,1/3/2025,,
PS,VVS1,M,PS-M-VVS1-0.18,0.18,0.22,600,1/3/2025,,
PS,VVS2,M,PS-M-VVS2-0.18,0.18,0.22,600,1/3/2025,,
PS,VS1,M,PS-M-VS1-0.18,0.18,0.22,510,1/3/2025,,
PS,VS2,M,PS-M-VS2-0.18,0.18,0.22,510,1/3/2025,,
PS,SI1,M,PS-M-SI1-0.18,0.18,0.22,430,1/3/2025,,
PS,SI2,M,PS-M-SI2-0.18,0.18,0.22,370,1/3/2025,,
PS,SI3,M,PS-M-SI3-0.18,0.18,0.22,320,1/3/2025,,
PS,I1,M,PS-M-I1-0.18,0.18,0.22,260,1/3/2025,,
PS,I2,M,PS-M-I2-0.18,0.18,0.22,200,1/3/2025,,
PS,I3,M,PS-M-I3-0.18,0.18,0.22,150,1/3/2025,,
PS,IF,N,PS-N-IF-0.18,0.18,0.22,600,1/3/2025,,
PS,VVS1,N,PS-N-VVS1-0.18,0.18,0.22,600,1/3/2025,,
PS,VVS2,N,PS-N-VVS2-0.18,0.18,0.22,600,1/3/2025,,
PS,VS1,N,PS-N-VS1-0.18,0.18,0.22,510,1/3/2025,,
PS,VS2,N,PS-N-VS2-0.18,0.18,0.22,510,1/3/2025,,
PS,SI1,N,PS-N-SI1-0.18,0.18,0.22,430,1/3/2025,,
PS,SI2,N,PS-N-SI2-0.18,0.18,0.22,370,1/3/2025,,
PS,SI3,N,PS-N-SI3-0.18,0.18,0.22,320,1/3/2025,,
PS,I1,N,PS-N-I1-0.18,0.18,0.22,260,1/3/2025,,
PS,I2,N,PS-N-I2-0.18,0.18,0.22,200,1/3/2025,,
